bioguideId,name,terms
I000024,"Inhofe, James M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1995, 'startYear': 1987}, {'chamber': 'Senate', 'endYear': 2023, 'startYear': 1994}]}"
H000878,"Hubbard, Carroll, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1993, 'startYear': 1975}]}"
H000624,"Hillis, Elwood H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1987, 'startYear': 1971}]}"
S001221,"Scholten, Hillary J.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
J000309,"Jackson, Jonathan L.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
R000617,"Ramirez, Delia C.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
C001130,"Crockett, Jasmine","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
S001223,"Sykes, Emilia Strong","{'item': [{'chamber': 'House of Representatives', 'startYear': 2023}]}"
M000687,"Mfume, Kweisi","{'item': [{'chamber': 'House of Representatives', 'endYear': 1997, 'startYear': 1987}, {'chamber': 'House of Representatives', 'startYear': 2020}]}"
L000592,"Levin, Andy","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2019}]}"
Y000067,"Yakym, Rudy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2022}]}"
T000480,"Timmons, William R. IV","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
S001219,"Sempolinski, Joseph","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2022}]}"
P000619,"Peltola, Mary Sattler","{'item': [{'chamber': 'House of Representatives', 'startYear': 2022}]}"
F000473,"Flores, Mayra","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2022}]}"
C001128,"Conway, Connie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2023, 'startYear': 2022}]}"
L000594,"Loeffler, Kelly","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2020}]}"
W000827,"Wright, Ron","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
D000630,"Delgado, Antonio","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2019}]}"
H001080,"Haaland, Debra A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
H001088,"Hagedorn, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2019}]}"
C001111,"Crist, Charlie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2017}]}"
H001075,"Harris, Kamala D.","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2017}]}"
V000132,"Vela, Filemon","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2013}]}"
D000610,"Deutch, Theodore E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2010}]}"
S001187,"Stivers, Steve","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2011}]}"
R000588,"Richmond, Cedric L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2011}]}"
F000455,"Fudge, Marcia L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2008}]}"
F000449,"Fortenberry, Jeff","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2005}]}"
N000181,"Nunes, Devin","{'item': [{'chamber': 'House of Representatives', 'endYear': 2022, 'startYear': 2003}]}"
H000324,"Hastings, Alcee L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 1993}]}"
O000019,"Obernolte, Jay","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
K000397,"Kim, Young","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
C001054,"Carl, Jerry L.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
W000788,"Williams, Nikema","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
N000026,"Nehls, Troy E.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
M001214,"Mrvan, Frank J.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
M001212,"Moore, Barry","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
M000871,"Mann, Tracey","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
F000471,"Fitzgerald, Scott","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
F000446,"Feenstra, Randy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
B001224,"Bush, Cori","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
B001223,"Bowman, Jamaal","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
B000825,"Boebert, Lauren","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
A000148,"Auchincloss, Jake","{'item': [{'chamber': 'House of Representatives', 'startYear': 2021}]}"
H001092,"Hall, Kwanza","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2020}]}"
G000061,"Garcia, Mike","{'item': [{'chamber': 'House of Representatives', 'startYear': 2020}]}"
G000290,"Goodling, George A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 1965, 'startYear': 1961}, {'chamber': 'House of Representatives', 'endYear': 1975, 'startYear': 1967}]}"
M001205,"Miller, Carol D.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
S001213,"Steil, Bryan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
C001118,"Cline, Ben","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
R000611,"Riggleman, Denver","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
M001209,"McAdams, Ben","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
G000589,"Gooden, Lance","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
G000590,"Green, Mark E.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
B001309,"Burchett, Tim","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
J000301,"Johnson, Dusty","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
C001122,"Cunningham, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
J000302,"Joyce, John","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
D000631,"Dean, Madeleine","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
H001083,"Horn, Kendra S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
B001308,"Brindisi, Anthony","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
R000613,"Rose, Max","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
L000590,"Lee, Susie","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
T000484,"Torres Small, Xochitl","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
K000394,"Kim, Andy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
V000133,"Van Drew, Jefferson","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
O000173,"Omar, Ilhan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
P000616,"Phillips, Dean","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
C001119,"Craig, Angie","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
T000482,"Trahan, Lori","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
W000824,"Watkins, Steve","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
C001117,"Casten, Sean","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
G000586,"Garcia, Jesus G. ""Chuy""","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
F000467,"Finkenauer, Abby","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
S001206,"Shalala, Donna E.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
M001207,"Mucarsel-Powell, Debbie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
S001214,"Steube, W. Gregory","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
S001210,"Spano, Ross","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
R000616,"Rouda, Harley","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
C001123,"Cisneros, Gilbert Ray, Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
H001087,"Hill, Katie","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2019}]}"
C001124,"Cox, TJ","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2019}]}"
S001211,"Stanton, Greg","{'item': [{'chamber': 'House of Representatives', 'startYear': 2019}]}"
J000303,"Jones, Brenda","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2018}]}"
W000826,"Wild, Susan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2018}]}"
H001082,"Hern, Kevin","{'item': [{'chamber': 'House of Representatives', 'startYear': 2018}]}"
S001205,"Scanlon, Mary Gay","{'item': [{'chamber': 'House of Representatives', 'startYear': 2018}]}"
B001306,"Balderson, Troy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2018}]}"
L000589,"Lesko, Debbie","{'item': [{'chamber': 'House of Representatives', 'startYear': 2018}]}"
J000300,"Jones, Doug","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2018}]}"
N000190,"Norman, Ralph","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
H001078,"Handel, Karen C.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2017}]}"
G000584,"Gianforte, Greg","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2017}]}"
S001202,"Strange, Luther","{'item': [{'chamber': 'Senate', 'endYear': 2018, 'startYear': 2017}]}"
J000298,"Jayapal, Pramila","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
G000580,"Garrett, Thomas A., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2017}]}"
T000477,"Taylor, Scott","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2017}]}"
A000375,"Arrington, Jodey C.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
G000581,"Gonzalez, Vicente","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
K000392,"Kustoff, David","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
G000582,"González-Colón, Jenniffer","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
S001199,"Smucker, Lloyd","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
F000466,"Fitzpatrick, Brian K.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
F000464,"Faso, John J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2017}]}"
E000297,"Espaillat, Adriano","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
K000390,"Kihuen, Ruben J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2017}]}"
G000583,"Gottheimer, Josh","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
L000587,"Lewis, Jason","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2017}]}"
M001201,"Mitchell, Paul","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2017}]}"
B001301,"Bergman, Jack","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
J000299,"Johnson, Mike","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
H001077,"Higgins, Clay","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
R000607,"Rooney, Francis","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2017}]}"
M001199,"Mast, Brian J.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
S001200,"Soto, Darren","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
R000609,"Rutherford, John H.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
B001303,"Blunt Rochester, Lisa","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
C001110,"Correa, J. Luis","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
C001112,"Carbajal, Salud O.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
B001302,"Biggs, Andy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
P000613,"Panetta, Jimmy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
K000389,"Khanna, Ro","{'item': [{'chamber': 'House of Representatives', 'startYear': 2017}]}"
E000296,"Evans, Dwight","{'item': [{'chamber': 'House of Representatives', 'startYear': 2016}]}"
C001108,"Comer, James","{'item': [{'chamber': 'House of Representatives', 'startYear': 2016}]}"
D000626,"Davidson, Warren","{'item': [{'chamber': 'House of Representatives', 'startYear': 2016}]}"
L000585,"LaHood, Darin","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
K000388,"Kelly, Trent","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
D000625,"Donovan, Daniel M., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
P000612,"Perdue, David","{'item': [{'chamber': 'Senate', 'endYear': 2021, 'startYear': 2015}]}"
J000297,"Jenkins, Evan H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2018, 'startYear': 2015}]}"
M001195,"Mooney, Alexander X.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
N000189,"Newhouse, Dan","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
C001105,"Comstock, Barbara","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
B001292,"Beyer, Donald S., Jr.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
L000584,"Love, Mia B.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
B001291,"Babin, Brian","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
H001073,"Hurd, Will","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2015}]}"
R000601,"Ratcliffe, John","{'item': [{'chamber': 'House of Representatives', 'endYear': 2020, 'startYear': 2015}]}"
C001106,"Costello, Ryan A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
R000604,"Russell, Steve","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
S001196,"Stefanik, Elise M.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
H001070,"Hardy, Cresent","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2015}]}"
W000822,"Watson Coleman, Bonnie","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
M001193,"MacArthur, Thomas","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
A000373,"Ashford, Brad","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2015}]}"
R000603,"Rouzer, David","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
W000819,"Walker, Mark","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2015}]}"
T000475,"Trott, David A.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
B001293,"Bishop, Mike","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
P000611,"Poliquin, Bruce","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
G000577,"Graves, Garret","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
A000374,"Abraham, Ralph Lee","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2015}]}"
Y000066,"Young, David","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
B001294,"Blum, Rod","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
T000473,"Takai, Mark","{'item': [{'chamber': 'House of Representatives', 'endYear': 2016, 'startYear': 2015}]}"
L000583,"Loudermilk, Barry","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
C001103,"Carter, Earl L. ""Buddy""","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
C001107,"Curbelo, Carlos","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
G000575,"Graham, Gwen","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2015}]}"
B001297,"Buck, Ken","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
W000820,"Walters, Mimi","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
T000474,"Torres, Norma J.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
K000387,"Knight, Stephen","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}]}"
D000623,"DeSaulnier, Mark","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
G000574,"Gallego, Ruben","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
M001197,"McSally, Martha","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2015}, {'chamber': 'Senate', 'endYear': 2020, 'startYear': 2019}]}"
W000821,"Westerman, Bruce","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
H001072,"Hill, J. French","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
P000609,"Palmer, Gary J.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2015}]}"
B001290,"Brat, Dave","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2014}]}"
N000188,"Norcross, Donald","{'item': [{'chamber': 'House of Representatives', 'startYear': 2014}]}"
A000370,"Adams, Alma S.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2014}]}"
C001102,"Clawson, Curt","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2014}]}"
J000296,"Jolly, David W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2014}]}"
W000818,"Walsh, John E.","{'item': [{'chamber': 'Senate', 'endYear': 2015, 'startYear': 2014}]}"
B001289,"Byrne, Bradley","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2014}]}"
M001192,"McAllister, Vance M.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}]}"
C001100,"Chiesa, Jeff","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2013}]}"
K000379,"Kennedy, Joseph P., III","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
H001064,"Heck, Denny","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
K000381,"Kilmer, Derek","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
S001192,"Stewart, Chris","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
V000131,"Veasey, Marc A.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
G000572,"Gallego, Pete P.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}]}"
C001091,"Castro, Joaquin","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
O000170,"O'Rourke, Beto","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
W000814,"Weber, Randy K., Sr.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
C001090,"Cartwright, Matt","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
R000598,"Rothfus, Keith J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
P000605,"Perry, Scott","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
B001283,"Bridenstine, Jim","{'item': [{'chamber': 'House of Representatives', 'endYear': 2018, 'startYear': 2013}]}"
J000295,"Joyce, David P.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
C001092,"Collins, Chris","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
J000294,"Jeffries, Hakeem S.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
M001188,"Meng, Grace","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
L000580,"Lujan Grisham, Michelle","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
H001065,"Holding, George","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
M001187,"Meadows, Mark","{'item': [{'chamber': 'House of Representatives', 'endYear': 2020, 'startYear': 2013}]}"
P000606,"Pittenger, Robert","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
H001067,"Hudson, Richard","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
C001099,"Cowan, William M.","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2013}]}"
W000812,"Wagner, Ann","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
H001069,"Heitkamp, Heidi","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 2013}]}"
B001280,"Bentivolio, Kerry L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}]}"
K000380,"Kildee, Daniel T.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
D000620,"Delaney, John K.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
B001282,"Barr, Andy","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
M001189,"Messer, Luke","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
B001284,"Brooks, Susan W.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
E000292,"Enyart, William L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}]}"
S001190,"Schneider, Bradley Scott","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}, {'chamber': 'House of Representatives', 'startYear': 2017}]}"
G000571,"Gabbard, Tulsi","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
C001093,"Collins, Doug","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
G000573,"Garcia, Joe","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}]}"
F000462,"Frankel, Lois","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
R000596,"Radel, Trey","{'item': [{'chamber': 'House of Representatives', 'endYear': 2014, 'startYear': 2013}]}"
M001191,"Murphy, Patrick","{'item': [{'chamber': 'House of Representatives', 'endYear': 2017, 'startYear': 2013}]}"
D000621,"DeSantis, Ron","{'item': [{'chamber': 'House of Representatives', 'endYear': 2018, 'startYear': 2013}]}"
Y000065,"Yoho, Ted S.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2021, 'startYear': 2013}]}"
E000293,"Esty, Elizabeth H.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}]}"
P000608,"Peters, Scott H.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
R000599,"Ruiz, Raul","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
N000187,"Negrete McLeod, Gloria","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2013}]}"
B001285,"Brownley, Julia","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
V000129,"Valadao, David G.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2019, 'startYear': 2013}, {'chamber': 'House of Representatives', 'startYear': 2021}]}"
S001193,"Swalwell, Eric","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
C001094,"Cook, Paul","{'item': [{'chamber': 'House of Representatives', 'endYear': 2020, 'startYear': 2013}]}"
B001287,"Bera, Ami","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
H001068,"Huffman, Jared","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
L000578,"LaMalfa, Doug","{'item': [{'chamber': 'House of Representatives', 'startYear': 2013}]}"
B001279,"Barber, Ron","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2012}]}"
P000604,"Payne, Donald M., Jr.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2012}]}"
D000617,"DelBene, Suzan K.","{'item': [{'chamber': 'House of Representatives', 'startYear': 2012}]}"
C001089,"Curson, David Alan","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 2012}]}"
M001184,"Massie, Thomas","{'item': [{'chamber': 'House of Representatives', 'startYear': 2012}]}"
B001278,"Bonamici, Suzanne","{'item': [{'chamber': 'House of Representatives', 'startYear': 2012}]}"
H000213,"Harman, Jane","{'item': [{'chamber': 'House of Representatives', 'endYear': 1999, 'startYear': 1993}, {'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 2001}]}"
K000360,"Kirk, Mark Steven","{'item': [{'chamber': 'House of Representatives', 'endYear': 2010, 'startYear': 2001}, {'chamber': 'Senate', 'endYear': 2017, 'startYear': 2010}]}"
R000571,"Rehberg, Denny","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 2001}]}"
O000167,"Obama, Barack","{'item': [{'chamber': 'Senate', 'endYear': 2008, 'startYear': 2005}]}"
C001073,"Cazayoux, Donald J., Jr.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2009, 'startYear': 2008}]}"
C001071,"Corker, Bob","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 2007}]}"
J000287,"Jindal, Bobby","{'item': [{'chamber': 'House of Representatives', 'endYear': 2008, 'startYear': 2005}]}"
W000803,"Webb, Jim","{'item': [{'chamber': 'Senate', 'endYear': 2013, 'startYear': 2007}]}"
M001170,"McCaskill, Claire","{'item': [{'chamber': 'Senate', 'endYear': 2019, 'startYear': 2007}]}"
S001166,"Sekula Gibbs, Shelley","{'item': [{'chamber': 'House of Representatives', 'endYear': 2007, 'startYear': 2005}]}"
W000792,"Weiner, Anthony D.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 1999}]}"
L000568,"Lee, Christopher J.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2011, 'startYear': 2009}]}"
T000254,"Thurmond, Strom","{'item': [{'chamber': 'Senate', 'endYear': 2003, 'startYear': 1953}]}"
A000368,"Ayotte, Kelly","{'item': [{'chamber': 'Senate', 'endYear': 2017, 'startYear': 2011}]}"
O000169,"Owens, William L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2015, 'startYear': 2009}]}"
T000471,"Turner, Robert L.","{'item': [{'chamber': 'House of Representatives', 'endYear': 2013, 'startYear': 2011}]}"
